,id,congress,chamber,rollnumber,voteview_id,voteview_id_1,voteview_id_2,date,year,month,day,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc,pap_description,pap_majortopic,pap_subtopic,majortopic,subtopic
11,3067,86,1,30,RH0860030,"'RH0860030',","RH0860030,",6/9/59,1959,6,9,NA,NA,255,143,0.067,-0.03,0.242,0.051,-104.316,HR3610,NA,NA,NA,HR 3610. AMEND WATER POLLUTION CONTROL ACT. PASSED. NAY SUPPORTS PRESIDENT'S POSITION.,HR 3610. AMEND WATER POLLUTION CONTROL ACT. PASSED. NAY SUPPORTS PRESIDENT'S POSITION.,7,701,7,701
12,3493,86,1,92,RH0860092,"'RH0860092',","RH0860092,",2/25/60,1960,2,25,NA,NA,249,157,0.031,-0.218,0.31,0.033,-85.629,HR3610,NA,NA,NA,HR 3610. AMEND 1948 WATER POLUTION CONTROL ACT BY RAISING T/ $90 MILLION ANNUALLY THE FEDERAL CONTRIBUTIONS FOR SEWAGE PLANT CONSTRUCTION. PASSAGE OVER PRESIDENT'S VETO. FAILED.,HR 3610. AMEND 1948 WATER POLUTION CONTROL ACT BY RAISING T/ $90 MILLION ANNUALLY THE FEDERAL CONTRIBUTIONS FOR SEWAGE PLANT CONSTRUCTION. PASSAGE OVER PRESIDENT'S VETO. FAILED.,7,703,7,703
13,3671,87,1,24,RH0870024,"'RH0870024',","RH0870024,",5/3/61,1961,5,3,NA,NA,165,256,0.052,0.006,-0.274,0.03,-90.396,HR6441,NA,NA,NA,H.R. 6441. FEDERAL WATER POLLUTION CONTROL ACT AMENDMENTS OF 1961. INCREASE AND EXTEND FEDERAL GRANTS TO HELP STATES CONSTRUCT SEWAGE PLANTS. CRAMER MOTION TO RECOMMIT WITH INSTRUCTIONS TO REDUCE ANNUAL AUTHORIZATION AND REQUIRE STATES TO MATCH FEDERAL GRANTS WHICH EXCEED ORIGINAL ALLOTMENT. REJECTED.,H.R. 6441. FEDERAL WATER POLLUTION CONTROL ACT AMENDMENTS OF 1961. INCREASE AND EXTEND FEDERAL GRANTS TO HELP STATES CONSTRUCT SEWAGE PLANTS. CRAMER MOTION TO RECOMMIT WITH INSTRUCTIONS TO REDUCE ANNUAL AUTHORIZATION AND REQUIRE STATES TO MATCH FEDER,7,703,7,703
14,3673,87,1,25,RH0870025,"'RH0870025',","RH0870025,",5/3/61,1961,5,3,NA,NA,308,110,0.172,0.22,0.226,0.188,-127.062,HR6441,NA,NA,NA,H.R. 6441. FEDERAL WATER POLLUTION CONTROL ACT AMENDMENTS OF 1961. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.,H.R. 6441. FEDERAL WATER POLLUTION CONTROL ACT AMENDMENTS OF 1961. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.,7,701,7,701
15,4199,88,1,104,RH0880104,"'RH0880104',","RH0880104,",12/10/63,1963,12,10,NA,NA,273,109,0.184,0.085,0.236,0.138,-123.178,HR6518,NA,NA,NA,H.R. 6518. THE CLEAN AIR ACT. ADOPTION OF CONFERENCE REPORT.,H.R. 6518. THE CLEAN AIR ACT. ADOPTION OF CONFERENCE REPORT.,7,705,7,705
16,4404,88,1,47,RH0880047,"'RH0880047',","RH0880047,",7/24/63,1963,7,24,NA,NA,273,102,0.198,0.063,0.221,0.087,-118.816,HR6518,NA,NA,NA,H.R. 6518. THE CLEAN AIR ACT. PASSAGE.,H.R. 6518. THE CLEAN AIR ACT. PASSAGE.,7,705,7,705
17,4597,88,1,187,RH0880187,"'RH0880187',","RH0880187,",7/22/64,1964,7,22,NA,NA,338,8,0,0,0,0,0,HR3846,NA,NA,NA,"H.R. 3846. ESTABLISH A LAND AND WATER CONSERVATION FUND. ADOPTION OF H. RES. 738 PROVIDING AN OPEN RULE FOR CONSIDERATION OF ALL OF H.R. 3846 BUT SECTION 7 AND TITLE II, WHICH WERE TO BE CONSIDERED UNDER A CLOSED RULE.","H.R. 3846. ESTABLISH A LAND AND WATER CONSERVATION FUND. ADOPTION OF H. RES. 738 PROVIDING AN OPEN RULE FOR CONSIDERATION OF ALL OF H.R. 3846 BUT SECTION 7 AND TITLE II, WHICH WERE TO BE CONSIDERED UNDER A CLOSED RULE.",7,711,7,711
18,4633,88,1,223,RH0880223,"'RH0880223',","RH0880223,",9/1/64,1964,9,1,NA,NA,235,111,0.148,0.196,0.139,0.273,-157.971,HR4487,NA,NA,NA,"H.R. 4487. PROVIDE FOR COORDINATION OF INTERIOR AND AGRICULTURE DEPARTMENT PROGRAMS DESIGNED TO MINIMIZE THE EFFECTS OF INSECTICIDES AND PESTICIDES ON FISH AND WILDLIFE, AND INCREASE THE INTERIOR DEPARTMENT'S ANNUAL AUTHORIZATION FOR PESTICIDE RESEARCH. BONNER MOTION TO PASS THE BILL UNDER SUSPENSION OF THE RULES.","H.R. 4487. PROVIDE FOR COORDINATION OF INTERIOR AND AGRICULTURE DEPARTMENT PROGRAMS DESIGNED TO MINIMIZE THE EFFECTS OF INSECTICIDES AND PESTICIDES ON FISH AND WILD- LIFE, AND INCREASE THE INTERIOR DEPARTMENT'S ANNUAL AUTHORIZATION FOR PESTICIDE RESEAR",7,704,7,704
19,5081,89,1,161,RH0890161,"'RH0890161',","RH0890161,",9/21/65,1965,9,21,NA,NA,381,0,0,0,0,0,0,S4,NA,NA,NA,"TO AGREE TO CONFERENCE REPORT ON S. 4, WATER QUALITY ACT OF 1965.","TO AGREE TO CONFERENCE REPORT ON S. 4, WATER QUALITY ACT OF 1965.",7,701,7,701
20,5090,89,1,166,RH0890166,"'RH0890166',","RH0890166,",9/23/65,1965,9,23,NA,NA,280,70,0.263,0.488,0.256,-0.182,-63.823,HR10232,NA,NA,NA,"TO ORDER THE PREVIOUS QUESTION ON H. RES. 580, THE OPEN RULE PROVIDING FOR 2 HOURS OF DEBATE ON H.R. 10232, A BILL TO DEVELOP WATER AND SANITATION SYSTEMS IN RURAL AREAS.","TO ORDER THE PREVIOUS QUESTION ON H. RES. 580, THE OPEN RULE PROVIDING FOR 2 HOURS OF DEBATE ON H.R. 10232, A BILL TO DEVELOP WATER AND SANITATION SYSTEMS IN RURAL AREAS.",7,701,7,701
21,5092,89,1,167,RH0890167,"'RH0890167',","RH0890167,",9/23/65,1965,9,23,NA,NA,326,10,0.514,-0.788,0.122,-0.427,-41.749,HR10232,NA,NA,NA,"TO PASS H.R. 10232, A BILL TO DEVELOP WATER SANITATION SYSTEMS IN RURAL AREAS.","TO PASS H.R. 10232, A BILL TO DEVELOP WATER SANITATION SYSTEMS IN RURAL AREAS.",7,701,7,701
22,5094,89,1,168,RH0890168,"'RH0890168',","RH0890168,",9/24/65,1965,9,24,NA,NA,80,220,0.166,-0.231,-0.257,-0.205,-79.416,S306,NA,NA,NA,"TO RECOMMIT S. 306, A PROGRAM TO CLEAN AIR POLLUTION, WITH INSTRUCTIONS TO DELETE THE PROVISIONS FOR SOLID WASTE DISPOSAL.","TO RECOMMIT S. 306, A PROGRAM TO CLEAN AIR POLLUTION, WITH INSTRUCTIONS TO DELETE THE PROVISIONS FOR SOLID WASTE DISPOSAL.",7,703,7,703
23,5096,89,1,169,RH0890169,"'RH0890169',","RH0890169,",9/24/65,1965,9,24,NA,NA,294,4,0,0,0,0,0,S306,NA,NA,NA,"TO PASS S. 306, A PROGRAM TO CLEAN AIR POLLUTION.","TO PASS S. 306, A PROGRAM TO CLEAN AIR POLLUTION.",7,705,7,705
24,5269,89,1,41,RH0890041,"'RH0890041',","RH0890041,",4/28/65,1965,4,28,NA,NA,396,0,0,0,0,0,0,S4,NA,NA,NA,"TO PASS S. 4, THE WATER QUALITY ACT OF 1965.","TO PASS S. 4, THE WATER QUALITY ACT OF 1965.",7,701,7,701
25,5655,89,1,354,RH0890354,"'RH0890354',","RH0890354,",9/30/66,1966,9,30,NA,NA,313,0,0,0,0,0,0,HR16076,NA,NA,NA,"TO PASS H.R. 16076, THE WATER POLUTION CONTROL AMENDMENTS AND CLEAN RIVERS RESTORATION ACT.","TO PASS H.R. 16076, THE WATER POLUTION CONTROL AMENDMENTS AND CLEAN RIVERS RESTORATION ACT.",7,701,7,701
26,5693,89,1,374,RH0890374,"'RH0890374',","RH0890374,",10/17/66,1966,10,17,NA,NA,247,0,0,0,0,0,0,S2947,NA,NA,NA,"TO ADOPT THE CONFERENCE REPORT ON S. 2947, THE CLEAN WATER RESTORATION ACT OF 1966.","TO ADOPT THE CONFERENCE REPORT ON S. 2947, THE CLEAN WATER RESTORATION ACT OF 1966.",7,701,7,701
27,5897,90,1,122,RH0900122,"'RH0900122',","RH0900122,",8/28/67,1967,8,28,NA,NA,118,109,0.086,-0.66,0.104,0.058,-125.061,HR8965,NA,NA,NA,"TO PASS H.R. 8965, A BILL TO INCREASE THE FEDERAL CONTRIBUTION TO THE POTOMAC INTERCEPTOR SEWER FROM DULLES AIRPORT IN ORDER TO PROTECT THE POTOMAC FROM POLLUTION.","TO PASS H.R. 8965, A BILL TO INCREASE THE FEDERAL CONTRIBUTION TO THE POTOMAC INTERCEPTOR SEWER FROM DULLES AIRPORT IN ORDER TO PROTECT THE POTOMAC FROM POLLUTION.",7,703,7,703
28,6043,90,1,190,RH0900190,"'RH0900190',","RH0900190,",11/2/67,1967,11,2,NA,NA,362,0,0,0,0,0,0,S780,NA,NA,NA,"TO PASS S. 780, AMENDMENTS TO THE CLEAN AIR ACT, PROVIDING FOR PLANNING GRANTS TO AIR POLLUTION CONTROL AGENCIES, EXPANSION OF RESEARCH PROVISIONS RELATING TO FUELS AND VEHICLES, INTERSTATE AIR POLLUTION CONTROL AGENCIES, AND THE ESTABLISHMENT OF AIR QUALITY STANDARDS.","TO PASS S. 780, AMENDMENTS TO THE CLEAN AIR ACT, PROVIDING FOR PLANNING GRANTS TO AIR POLLUTION CONTROL AGENCIES, EXPANSION OF RESEARCH PROVISIONS RELATING TO FUELS AND VEHICLES, INTERSTATE AIR POLLUTION CONTROL AGENCIES, AND THE ESTABLISHMENT OF AIR QU",7,705,7,705
29,6270,90,1,44,RH0900044,"'RH0900044',","RH0900044,",4/27/67,1967,4,27,NA,NA,158,231,0.065,0.086,-0.196,-0.013,-125.487,HR9029,NA,NA,NA,"TO RECOMMIT H.R. 9029, DEPT. OF THE INTERIOR AND RELATED AGENCIES APPROPRIATION BILL, 1968, WITH INSTRUCTIONS TO LIMIT THE EXPENDITURES OF THE DEPT. OF INTERIOR TO 95% OF THE TOTAL FUNDS APPROPRIATED FOR THAT DEPARTMENT IN THE BUDGET FOR FISCAL 1968.","TO RECOMMIT H.R. 9029, DEPT. OF THE INTERIOR AND RELATED AGENCIES APPROPRIATION BILL, 1968, WITH INSTRUCTIONS TO LIMIT THE EXPENDITURES OF THE DEPT. OF INTERIOR TO 95% OF THE TOTAL FUNDS APPROPRIATED FOR THAT DEPARTMENT IN THE BUDGET FOR FISCAL 1968.",7,701,7,701
30,6331,90,1,77,RH0900077,"'RH0900077',","RH0900077,",6/19/67,1967,6,19,NA,NA,329,8,0,0,0,0,0,HR480,NA,NA,NA,"TO SUSPEND THE RULES AND PASS H.R. 480, AMENDING THE WETLANDS ACQUISITION ACT OF 1961.","TO SUSPEND THE RULES AND PASS H.R. 480, AMENDING THE WETLANDS ACQUISITION ACT OF 1961.",7,710,7,701
31,6333,90,1,78,RH0900078,"'RH0900078',","RH0900078,",6/19/67,1967,6,19,NA,NA,238,97,-0.332,0.88,0.032,0.303,-174.842,HR482,NA,NA,NA,"TO SUSPEND THE RULES AND PASS H.R. 482, RELATING TO THE PRICE OF HUNTING STAMPS FOR THE TAKING OF MIGRATORY WATERFOWL.","TO SUSPEND THE RULES AND PASS H.R. 482, RELATING TO THE PRICE OF HUNTING STAMPS FOR THE TAKING OF MIGRATORY WATERFOWL.",7,709,7,709
32,6443,90,1,285,RH0900285,"'RH0900285',","RH0900285,",4/1/68,1968,4,1,NA,NA,334,25,0.504,0.539,0.154,0.973,-54.546,HR15979,NA,NA,NA,"TO SUSPEND THE RULES AND PASS H.R. 15979, A BILL TO AMEND PESTICIDE ACT OF AUG. 1, 1958, IN ORDER TO MINIMIZE INJURY TO FISH AND WILDLIFE FROM THE USE OF INSECTICIDES, HERBICIDES, FUNGICIDES AND PESTICIDES. THE BILL AMENDS THE PESTICIDE ACT BY AUTHORIZING A CONTINUATION OF THE PROGRAM THEREIN SET UP FOR 3 YEARS.","TO SUSPEND THE RULES AND PASS H.R. 15979, A BILL TO AMEND PESTICIDE ACT OF AUG. 1, 1958, IN ORDER TO MINIMIZE INJURY TO FISH AND WILDLIFE FROM THE USE OF INSECTICIDES, HERBICIDES, FUNGICIDES AND PESTICIDES. THE BILL AMENDS THE PESTICIDE ACT BY AUTHORIZ",7,704,7,704
33,6493,90,1,326,RH0900326,"'RH0900326',","RH0900326,",5/23/68,1968,5,23,NA,NA,336,13,0.549,0.453,0.19,0.633,-38.254,HR8578,NA,NA,NA,"TO PASS H.R. 8578, A BILL WHICH AMENDS TITLE 1 OF THE LAND AND WATER CONSERVATION FUND ACT OF 1965 BY INCREASING MONEY IN THE FUND, RETURNING TO A SYSTEM WHEREBY EACH PARK FACILITY OF THE U.S. MAY FIX ITS OWN USER FEES, AUTHORIZING CONTRACTS FOR LAND ACQUISITION IN ADVANCE OF APPROPRIATIONS AND AUTHORIZING THE SEC'Y OF INTERIOR TO LEASE OR SELL LAND ADMINISTERED BY THE NATIONAL PARK SERVICE.","TO PASS H.R. 8578, A BILL WHICH AMENDS TITLE 1 OF THE LAND AND WATER CONSERVATION FUND ACT OF 1965 BY INCREASING MONEY IN THE FUND, RETURNING TO A SYSTEM WHEREBY EACH PARK FACILITY OF THE U.S. MAY FIX ITS OWN USER FEES, AUTHORIZING CONTRACTS FOR LAND AC",7,711,7,711
34,6543,90,1,352,RH0900352,"'RH0900352',","RH0900352,",6/18/68,1968,6,18,NA,NA,136,228,0.073,-0.085,-0.172,0.305,-100.467,S1028,NA,NA,NA,"TO RECOMMIT S. 1028, A BILL TO EXTEND CERTAIN BENEFITS TO FORMER EMPLOYEES OF COUNTY COMMITTEES ESTABLISHED PURSUANT TO SECTION 8(B) OF THE SOIL CONSERVATION AND DOMESTIC ALLOTMENT ACT, WITH INSTRUCTIONS REGARDING CIVIL SERVICE STATUS FOR COUNTY COMMITTEES.","TO RECOMMIT S. 1028, A BILL TO EXTEND CERTAIN BENEFITS TO FORMER EMPLOYEES OF COUNTY COMMITTEES ESTABLISHED PURSUANT TO SECTION 8B) OF THE SOIL CONSERVATION AND DOMESTIC ALLOTMENT ACT, WITH INSTRUCTIONS REGARDING CIVIL SERVICE STATUS FOR COUNTY COMMITTE",7,711,7,711
35,6545,90,1,353,RH0900353,"'RH0900353',","RH0900353,",6/18/68,1968,6,18,NA,NA,353,13,-0.624,-0.608,-0.109,-0.559,-51.888,S1028,NA,NA,NA,"TO PASS S. 1028, A BILL TO EXTEND CERTAIN BENEFITS TO FORMER EMPLOYEES OF COUNTY COMMITTEES ESTABLISHED PURSUANT TO SECTION 8(B) OF THE SOIL CONSERVATION AND DOMESTIC ALLOTMENT ACT.","TO PASS S. 1028, A BILL TO EXTEND CERTAIN BENEFITS TO FORMER EMPLOYEES OF COUNTY COMMITTEES ESTABLISHED PURSUANT TO SECTION 8B) OF THE SOIL CONSERVATION AND DOMESTIC ALLOTMENT ACT.",7,711,7,711
36,6692,90,1,430,RH0900430,"'RH0900430',","RH0900430,",9/16/68,1968,9,16,NA,NA,271,22,0.993,-0.121,0.168,-0.061,-71,HR16771,NA,NA,NA,"TO SUSPEND THE RULES AND PASS H.R. 16771, TO DESIGNATE CERTAIN LANDS IN THE GREAT SWAMP NATIONAL WILDLIFE REFUGE, MORRIS COUNTY, N. J., AS WILDERNESS.","TO SUSPEND THE RULES AND PASS H.R. 16771, TO DESIGNATE CERTAIN LANDS IN THE GREAT SWAMP NATIONAL WILDLIFE REFUGE, MORRIS COUNTY, N. J., AS WILDERNESS.",7,709,7,709
37,6749,90,1,461,RH0900461,"'RH0900461',","RH0900461,",10/7/68,1968,10,7,NA,NA,277,0,0,0,0,0,0,S3206,NA,NA,NA,"TO SUSPEND THE RULES AND PASS S. 3206, THE WATER QUALITY IMPROVEMENT ACT OF 1968.","TO SUSPEND THE RULES AND PASS S. 3206, THE WATER QUALITY IMPROVEMENT ACT OF 1968.",7,701,7,701
38,7093,91,1,19,RH0910019,"'RH0910019',","RH0910019,",4/16/69,1969,4,16,NA,NA,392,1,0,0,0,0,0,HR4148,NA,NA,NA,"TO PASS H.R. 4148 TO AMEND THE FEDERAL WATER POLLUTION CONTROL ACT, AS AMENDED.","TO PASS H.R. 4148 TO AMEND THE FEDERAL WATER POLLUTION CONTROL ACT, AS AMENDED.",7,701,7,701
39,7272,91,1,77,RH0910077,"'RH0910077',","RH0910077,",9/4/69,1969,9,4,NA,NA,332,0,0,0,0,0,0,HR12085,NA,NA,NA,"TO PASS H.R. 12085, TO AMEND THE CLEAN AIR ACT TO EXTEND THE PROGRAM OF RESEARCH RELATING TO FUEL AND VEHICLES.","TO PASS H.R. 12085, TO AMEND THE CLEAN AIR ACT TO EXTEND THE PROGRAM OF RESEARCH RELATING TO FUEL AND VEHICLES.",7,705,7,705
40,7290,91,1,85,RH0910085,"'RH0910085',","RH0910085,",9/23/69,1969,9,23,NA,NA,372,15,0.77,-0.369,0.492,1.102,-37.12,HR12549,NA,NA,NA,"TO PASS H.R. 12549, A BILL TO AMEND THE FISH AND WILDLIFE COORDINATION ACT SO AS TO PROVIDE FOR THE ESTABLISHMENT OF A COUNCIL ON ENVIRONMENTAL QUALITY.","TO PASS H.R. 12549, A BILL TO AMEND THE FISH AND WILDLIFE COORDINATION ACT SO AS TO PROVIDE FOR THE ESTABLISHMENT OF A COUNCIL ON ENVIRONMENTAL QUALITY.",7,700,7,700
41,7373,91,1,212,RH0910212,"'RH0910212',","RH0910212,",3/25/70,1970,3,25,NA,NA,358,0,0,0,0,0,0,HR4148,NA,NA,NA,"TO ADOPT THE CONFERENCE REPORT ON H.R. 4148, TO AMEND THE FEDERAL WATER POLLUTION CONTROL ACT.","TO ADOPT THE CONFERENCE REPORT ON H.R. 4148, TO AMEND THE FEDERAL WATER POLLUTION CONTROL ACT.",7,701,7,701
42,7426,91,1,256,RH0910256,"'RH0910256',","RH0910256,",5/25/70,1970,5,25,NA,NA,287,7,0,0,0,0,0,HJRES1117,NA,NA,NA,"TO PASS H.J.RES. 1117, TO ESTABLISH A JOINT COMMITTEE ON THE ENVIRONMENT.","TO PASS H.J.RES. 1117, TO ESTABLISH A JOINT COMMITTEE ON THE ENVIRONMENT.",7,700,7,700
43,7448,91,1,267,RH0910267,"'RH0910267',","RH0910267,",6/10/70,1970,6,10,NA,NA,336,40,-0.38,-0.403,-0.186,-0.479,-66.9,HR17255,NA,NA,NA,"TO ADOPT H.RES. 1069, THE RULE UNDER WHICH THE HOUSE CONSIDERED H.R. 17255, TO AMEND THE CLEAN AIR ACT.","TO ADOPT H.RES. 1069, THE RULE UNDER WHICH THE HOUSE CONSIDERED H.R. 17255, TO AMEND THE CLEAN AIR ACT.",7,701,7,701
44,7450,91,1,268,RH0910268,"'RH0910268',","RH0910268,",6/10/70,1970,6,10,NA,NA,375,1,0,0,0,0,0,HR17255,NA,NA,NA,TO PASS H.R. 17255.,TO PASS H.R. 17255.,7,701,7,701
45,7468,91,1,277,RH0910277,"'RH0910277',","RH0910277,",6/22/70,1970,6,22,NA,NA,314,1,0,0,0,0,0,S2315,NA,NA,NA,"TO PASS S. 2315, TO RESTORE THE GOLDEN EAGLE PROGRAM TO THE LAND AND WATER CONSERVATION FUND ACT.","TO PASS S. 2315, TO RESTORE THE GOLDEN EAGLE PROGRAM TO THE LAND AND WATER CONSERVATION FUND ACT.",7,711,7,711
46,7470,91,1,278,RH0910278,"'RH0910278',","RH0910278,",6/23/70,1970,6,23,NA,NA,339,0,0,0,0,0,0,HR11833,NA,NA,NA,"TO PASS H.R. 11833, AMENDING THE SOLID WASTE DISPOSAL ACT TO PROVIDE FINANCIAL ASSISTANCE FOR THE CONSTRUCTION OF SOLID WASTE DISPOSAL FACILITIES, TO IMPROVE RESEARCH PROGRAMS PURSUANT TO SUCH ACT.","TO PASS H.R. 11833, AMENDING THE SOLID WASTE DISPOSAL ACT TO PROVIDE FINANCIAL ASSISTANCE FOR THE CONSTRUCTION OF SOLID WASTE DISPOSAL FACILITIES, TO IMPROVE RESEARCH PROGRAMS PURSUANT TO SUCH ACT.",7,703,7,703
