999177  64 2MONTANA 10001ANDERSON  L00100010000000000001010010111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999188  33 1MINNESO 20001ANDRESEN, A61116111161177711611726611110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999189  3  6MASSACH 20001ANDREW, A.P71616060000000000006060060666006000000060000600000000060000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000
999195  41 3ALABAMA 10022ANDREWS, G.00100010000111111661116116111111111611119616611600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999200  1340NEW YOR 20001ANDREWS, W.61627632111177711006060060666006000000060000600000000060000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000
999205  13 8NEW YOR 10001ANFUSO,    00100010000000000001011710171211000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999207  72 3OREGON  20001ANGELL     00100111161111111661611111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999226  2117ILLINOI 20001ARENDS, L.C61116711171111111622116611111111111611111111112119611119600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999235  34 6MISSOUR 20001ARMSTRONG, 00000000000000000000006770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999242  2123ILLINOI 10001ARNOLD     00100617100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999248  34 1MISSOUR 20001ARNOLD     00000000061111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999252  2123ILLINOI 10001ARNOLD, W.W16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999258  2417OHIO    10001ASHBROOK, W11177710000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999267  24 9OHIO    10001ASHLEY     00100010000000000001010010111111711117111991116611211611611161161225551661161161116111100000000000000000000000000000000000000000000000000000000000000000000000000000
999270  48 4SOUTH C 10022ASHMORE    00100010000000000001010015711611111611100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999275  62 4COLORAD 10001ASPINALL,  00100010000000000161611116111111111111111296616611000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999291  12 3NEW JER 20001AUCHINCLOSS00100010011111112611111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999293  1  4CONNECT 20001AUSTIN     00100612000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999301  32 1KANSAS  20001AVERY      00100010000000000001010010111111177000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999307  64 2MONTANA 10001AYERS, R.E.61161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999310  2414OHIO    20001AYRES,     00100010000000000001011111111111111117111999900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999318  12 2NEW JER 20001BACHARACH, 71116000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999327  13 1NEW YOR 20001BACON, R.L.61625060000000000006060060666006000000060000600000000060000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000
999339  56 3WEST VI 10001BAILEY, C. 00100010000061000261617711111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999364  54 2TENNESS 20001BAKER, H.  00100010000000000001017111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999377  3411MISSOUR 20001BAKEWELL,  00100010000000171001011710000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999381  52 2MARYLAN 10001BALDWIN, H.00000000079111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999387  71 6CALIFOR 20001BALDWIN    00100010000000000001010010111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999388  1317NEW YOR 20022BALDWIN    00000000171571000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999397  1  2CONNECT 20001BALL       00100611000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999405  41 7ALABAMA 10011BANKHEAD   00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999406  41 7ALABAMA 10001BANKHEAD, W79977000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999412  34 8MISSOUR 20001BANTA, P.  00000000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999431  47 3NORTH C 10001BARDEN, G.A16161616191111177761777717717770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999433  65 1NEVADA  10001BARING, W. 00100010000000000777611610117111177911111166116999000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999448  2120ILLINOI 10001BARNES     00100616100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999458  2211INDIANA 10001BARR       00000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999464  68 1WYOMING 20001BARRETT    00100010011111111611770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999465  14 1PENNSYL 10001BARRETT, W.00100010000017000177617111111111111111111116112911111611611900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999476  1327NEW YOR 20001BARRY      00100010000000000001010010111111711000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999477  13 2NEW YOR 10022BARRY, W.B.00100617111577000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999494  1317NEW YOR 20001BARTON     00100411000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999503  4  2NEW HAM 20001BASS  P.   00100010000000000001010010111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999504  54 6TENNESS 10001BASS  R.   00100010000000000001010010117117111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999512  3  6MASSACH 20001BATES, G.  00100611111111111711000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999516  51 8KENTUCK 10001BATES, J.  00100616116617766161617770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999518  3  6MASSACH 20022BATES, W.  00100010000000000001116611111111111111700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999520  41 9ALABAMA 10001BATTLE, L. 00100010000000171661117116100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999521  2413OHIO    20001BAUMHART   00100010100000000001010010111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999546  52 6MARYLAN 20001BEALL      00100010071117111661611710000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999548  21 4ILLINOI 10001BEAM, H.P. 16177517100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999550  22 5INDIANA 20001BEAMER,    00100010000000000001011611111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999563  13 3NEW YOR 20001BECKER     00100010000000000001010011171111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999567  49 3TEXAS   10001BECKWORTH  00100616111111111161611770111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999587  1341NEW YOR 10001BEITER, A.F16161000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999590  53 8OKLAHOM 20001BELCHER,   00100010000000000001016611111111111111111999911111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999598  34 4MISSOUR 10001BELL, C.J. 76116617171711177000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999608  4914TEXAS   10001BELL       00000000000000000000000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999621  2499OHIO    20001BENDER     00100111111111217001011717700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999629  1329NEW YOR 20001BENNET, A. 00000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999633  43 2FLORIDA 10001BENNETT, C.00100010000000000161116116111111161616611616116611611111111161116116111166166616611111161611116111111166111111111116100000000000000000000000000000000000000000000000
999639  2312MICHIGA 20001BENNETT, J.00100010071100111661611111111111177000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999641  34 6MISSOUR 20002BENNETT, M.00000000011111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999642  34 6MISSOUR 20001BENNETT    00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999652  23 8MICHIGA 20001BENTLEY    00100010000000000001010011111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999660  4915TEXAS   10001BENTSEN, L.00100010000000000161116611100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999666  1428PENNSYL 10001BERLIN, W.M16152000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999672  37 2SOUTH D 20001BERRY,     00100010000000000001017611111111711611119111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999680  24 8OHIO    20001BETTS,     00100010000000000001016661111111111111111111111161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999699  25 5WISCONS 10001BIEMILLER, 00100010000011000161610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999700  31 4IOWA    10001BIERMANN, F16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999713  35 4NEBRASK 10001BINDERUP, C61161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999731  2125ILLINOI 20001BISHOP     00100010111111171611611611100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999758  23 6MICHIGA 20001BLACKNEY, W11116611111111111611771660000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999785  40 1VIRGINI 10001BLAND, S.O.16661616161111716777060060666006000000060000600000000060000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000
999788  4917TEXAS   10001BLANTON, T.16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999789  33 8MINNESO 10001BLATNIK, J.00100010000000666777617717771111711191191699119611299611900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999798  44 8GEORGIA 10001BLITCH     00100010000000000001010010111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999802  1319NEW YOR 10001BLOOM, S.  16162616116611516000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999820  22 8INDIANA 10001BOEHNE, J.W16111615100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999823  11 1DELAWAR 20001BOGGS, J.  00100010000000111611771110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999824  45 2LOUISIA 10001BOGGS      00100010100000271161617111117112711111111116191699000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999828  25 7WISCONS 37001BOILEAU, G.11161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999830  3  2MASSACH 10001BOLAND     00100010000000000001010017711111111111111111111611111619111111161116661661661111111111161111199991111166111110000000000000000000000000000000000000000000000000000000
999831  1411PENNSYL 10001BOLAND, P.J16161616000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999832  1411PENNSYL 10022BOLAND,MRS.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999834  25 1WISCONS 20001BOLLES     00100111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999835  34 5MISSOUR 10001BOLLING, R.00100010000000000161611111111171711991919111111699111619691111161119999999999961119111161111900000000000000000000000000000000000000000000000000000000000000000000000
999836  2422OHIO    20001BOLTON, C.C11625610000000000006060060666006000000060000600000000060000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000
999837  2422OHIO    20022BOLTON,F.P.00100010116177177577111711111111111611100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999838  2411OHIO    20001BOLTON  O. 00100010000000000001010011110000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999839  52 2MARYLAN 10001BOLTON, W. 00100010000000000761610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999845  1411PENNSYL 20001BONIN      00100010000000000001010011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999846  47 1NORTH C 10022BONNER     00100010161111211277116717717111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999863  53 4OKLAHOM 10001BOREN      00100616111171000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999868  13 5NEW YOR 20001BOSCH      00100010000000000001010011111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999869  67 2UTAH    10001BOSONE, R. 00100010000000000161611110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999891  2416OHIO    20001BOW,       00100010000000000001016611111111111611111111111169000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999912  21 7ILLINOI 10002BOWLER     00100010000000000001010011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999913  1  2CONNECT 10001BOWLES     00000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999937  41 1ALABAMA 10022BOYKIN, F.W00100475112117171161111711111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999938  1315NEW YOR 10001BOYLAN, J.J16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999939  2112ILLINOI 10001BOYLE      00100010000000000001010010111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999948  22 3INDIANA 10001BRADEMAS   00100010000000000001010010111111111111111661111611111111111111161116661661161161191611100000000000000000000000000000000000000000000000000000000000000000000000000000
999953  2311MICHIGA 20001BRADLEY, F.00100612111171000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999954  14 3PENNSYL 10001BRADLEY, M.00100616196616000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999961  7118CALIFOR 20001BRADLEY, W.00000000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999971  7111CALIFOR 20001BRAMBLETT, 00100010000000111577116761100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999986  22 7INDIANA 20001BRAY,      00100010000000000001011611111111111111111111119611611111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999997  32 5KANSAS  10001BREEDING   00100010000000000001010010111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999998  24 3OHIO    10001BREEN, E.  00100010000000000161570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991000 2411OHIO    20001BREHM      00000000011117111577721660000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991004 2199ILLINOI 10001BRENNAN, M.16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991018 52 2MARYLAN 10001BREWSTER   00100010000000000001010010111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991021 2  3MAINE   20001BREWSTER, R61116171000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991050 35 3NEBRASK 10001BROCK      00000000000000000000000000000610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991077 49 2TEXAS   10001BROOKS  J. 00100010000000000001010016111111111111191666111619199611691191111116661661161111111191161611116119111166111991111111161111611100000000000000000000000000000000000000
9991079 1430PENNSYL 10001BROOKS, J.T16162000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991081 45 4LOUISIA 10001BROOKS     00100616161711111161617716711111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991087 2318MICHIGA 20001BROOMFIELD 00100010000000000001010010111111111111711661116119611111111111116116191166616611111191111111116166191166116111116661900000000000000000000000000000000000000000000000
9991088 25 4WISCONS 20001BROPHY, J. 00000000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991103 34 7MISSOUR 10001BROWN  CHAR00100010000000000001010010111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991104 24 7OHIO    20001BROWN, C.  00100612111211117611117611111111171000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991130 4410GEORGIA 10001BROWN, P.  16161611111111111161116116111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991131 2311MICHIGA 10001BROWN, P.M.76177000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991152 2211INDIANA 20001BROWNSON,  00100010000000000001016717771000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991154 4010VIRGINI 20001BROYHILL   00100010000000000001010011111111711111111111111191611111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991161 1423PENNSYL 20022BRUMBOUGH  00000000071971000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991166 13 2NEW YOR 10011BRUNNER, W.16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991181 48 4SOUTH C 10001BRYSON     00100616111111111161116110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991184 1433PENNSYL 10022BUCHANAN,  00100010000000566161610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991188 4910TEXAS   10001BUCHANAN, J16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991190 1433PENNSYL 10022BUCHANAN, V00100010000000000001011111170000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991197 1311NEW YOR 20022BUCK       00000000000111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991198 71 3CALIFOR 10001BUCK, F.H. 16161616100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991201 2112ILLINOI 20001BUCKBEE, J.61111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991204 33 9MINNESO 53701BUCKLER, R.61161116100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991205 1323NEW YOR 10001BUCKLEY, C.76152617976177515777611717777771777000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991208 21 4ILLINOI 10001BUCKLEY, J.00100010000000000161610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991215 63 2IDAHO   20001BUDGE,     00100010000000000001017611111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991218 35 2NEBRASK 20001BUFFETT    00000000011111111000006660000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991235 4710NORTH C 10001BULWINKLE, 16177616111717171777770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991239 65 1NEVADA  10001BUNKER, B. 00000000000017000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991245 40 5VIRGINI 10001BURCH, T.G.16652616111771000006060060666006000000060000600000000060000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000
9991248 1315NEW YOR 10001BURCHILL   00000000076600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991252 3698NORTH D 10001BURDICK    00000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991254 3698NORTH D 20001BURDICK, U.61661111161600000661611171117006000000060000600000000060000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000
9991258 47 8NORTH C 10001BURGIN     00000636111911000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991264 51 3KENTUCK 10001BURKE  F.  00100010000000000001010010111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991265 3 13MASSACH 10001BURKE  J.  00100010000000000001010010111111111111611116111611111611111111921116661661161161900000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991269 24 3OHIO    20001BURKE, R.  00000000000000711000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991273 24 9OHIO    10001BURKE, T.  00100010000000000161610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991282 4917TEXAS   10001BURLESON,  00100010000000711161117676661661111191111116111169111161611161611111111166115266100000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991292 62 3COLORAD 10022BURNEY     00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991294 7120CALIFOR 20001BURNHAM, G.61177000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991300 56 4WEST VI 10001BURNSIDE,  00100010000000000757611110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9991316 40 6VIRGINI 10001BURTON, C. 00100010000000000161116110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
